id,x,y
78280,-3.85662,-3.50929
78581,-3.11897,-1.57712
78625,-0.672461,-1.3836
78817,-1.46507,-2.36183
79079,-1.84994,-1.67989
79237,-1.09418,-3.29704
79556,-0.242336,-2.90196
79671,-1.5529,-4.78674
79983,-1.97317,-4.46972
80101,-2.33546,-3.20756
80392,-2.36248,-2.45101
80432,-3.81307,-2.74561
80621,-4.68619,-3.97946
80953,-4.74708,-3.79772
81019,-2.2459,-2.5098
81326,-2.85651,-2.32341
81482,-2.68097,-2.05256
81790,-3.42101,-2.87346
81837,-3.98744,-1.13407
82176,-2.96351,-1.32869
82209,-4.45682,-1.0641
82486,-3.77155,-2.38254
82610,-2.49632,-3.8682
82986,-2.27488,-4.50117
83099,-3.43987,-4.30027
83332,-3.89717,-3.5378
83497,-2.72154,-1.92935
83724,-3.34539,-2.3943
83876,-3.07369,-2.10615
84174,-4.13507,-0.23596
84390,-4.81868,-1.49509
84527,-4.26654,-1.64207
84657,-4.27424,-2.90239
84923,-3.86305,-3.65538
85021,-4.65405,-3.67996
85274,-4.45367,-4.93757
85444,-4.92354,-4.47494
85686,-4.34428,-2.84786
85997,-2.62438,-0.979808
86006,-3.31963,-1.02216
86361,-2.93996,-0.414372
86483,-4.6889,0.956675
86740,-2.61199,0.630327
86894,-3.53512,1.59383
87011,-3.14625,2.9759
87286,-2.51037,3.44005
87530,-3.23901,4.57168
87669,-3.87573,4.85568
87906,-2.68937,4.46257
88178,-0.981906,3.62702
88225,-0.328456,4.20789
88482,-0.973085,2.74163
88608,-1.30707,2.97403
88985,-0.968085,4.60101
89033,-0.518936,4.61449
89296,-0.746214,4.77358
89527,-0.0983078,4.50576
89603,1.01111,2.33563
89888,2.06963,2.09719
90122,2.00855,3.39666
90396,2.67784,4.30289
90439,3.42092,3.73315
90621,3.73815,2.77711
90840,4.76715,3.24668
91099,4.82437,4.21581
91287,4.84256,4.03344
91459,4.35755,4.80284
91681,4.55133,4.82676
91939,3.63409,4.34321
92135,2.51641,4.60044
92307,2.54694,4.45776
92534,1.46451,3.95949
92680,1.55781,3.88636
92810,1.15643,3.31984
93198,1.29466,4.93604
93293,1.88527,4.19827
93434,2.48713,3.52556
93684,1.38298,3.58073
93949,0.483462,4.77798
94035,1.04209,4.76743
94366,2.28084,4.89809
94519,3.47775,3.17368
94714,4.37579,2.65724
94989,4.54,4.10587
95150,2.23643,4.24124
95324,2.4162,4.87593
95533,0.840746,3.38605
95670,-0.717218,2.90276
95840,-1.72067,4.26075
96049,-2.10375,4.79607
96395,-2.27878,4.50783
96458,-2.21336,4.72701
96630,-1.82988,4.7208
96810,0.0547929,4.11525
97173,-0.785355,4.51287
97253,-1.17491,4.43882
97448,-0.367895,2.3126
97707,1.00206,1.18237
97921,-0.935421,-0.279514
98195,-0.648531,-0.0982276
98304,-0.666108,-0.0863066
98439,0.716517,0.351339
98730,0.622484,-0.120253
98976,0.0164228,-0.368234
99097,-1.03067,-1.17933
99226,-0.660921,-1.43149
99559,-0.127227,-0.56759
99763,1.3289,0.943251
99841,2.11328,1.06983
100184,1.3625,-0.0376648
100358,2.27229,-1.12341
100581,2.41775,-3.57387
100669,3.55872,-2.65729
100927,2.33551,-1.29391
101031,2.63527,-2.64045
101295,0.554821,-3.62943
101468,0.810406,-3.20854
101790,-0.362961,-2.31152
101812,-0.805519,-1.73918
102086,-2.20399,-1.30958
102369,-1.40934,0.130401
102471,-3.15913,0.520372
102631,-2.3591,1.45666
102822,-2.5293,0.835815
103130,-3.71039,-0.38242
103325,-3.44598,-0.778931
103468,-3.96044,-1.32901
103645,-3.73972,-2.21674
103978,-2.40883,-2.71758
104015,-2.61789,-3.04337
104336,-3.34892,-3.30994
104585,-2.86016,-3.50616
104717,-2.18518,-4.59662
104929,-2.02613,-3.65574
105182,-1.47369,-3.09664
105372,-1.70541,-2.06314
105494,-2.33782,-1.91571
105692,-2.64984,-2.02575
105890,-1.46246,-0.970467
106067,-1.50438,-0.582651
106201,-1.54034,-1.76215
106577,-1.48832,-1.81896
106618,-0.286943,-2.0268
106834,1.05646,-2.50112
107079,2.45405,-2.48666
107336,3.32031,-1.51485
107513,3.39783,-2.65457
107699,2.28327,-1.49408
107880,2.35028,-2.30595
108144,2.24697,-2.76421
108397,0.986838,-2.45682
108439,0.865275,-1.99216
108755,1.09173,-1.73044
108971,-0.203209,-1.98721
109037,0.0733631,-3.0982
109321,-1.79246,-3.44544
109516,-1.5541,-3.06004
109685,-0.863837,-4.53468
109954,-2.82862,-3.08081
110014,-2.56701,-4.02502
110342,-3.80154,-2.25501
110406,-4.81713,-1.22236
110689,-4.2906,-0.491469
110874,-4.18369,0.875474
111140,-4.00949,0.866425
111357,-4.29681,1.44431
111419,-3.25959,1.77419
111739,-3.09224,1.75313
111933,-2.19625,2.64185
112060,-2.01978,2.711
112255,-3.68353,2.11144
112474,-3.11207,1.61895
112704,-4.09935,1.73913
112964,-4.48324,1.67159
113117,-4.1046,0.0342607
113236,-2.91364,0.961661
113460,-1.80357,-0.0956145
113721,-2.16192,-0.409018
113853,-2.58831,-1.25799
114040,-1.85573,-3.18905
114341,-2.61305,-2.2537
114468,-1.17279,-2.18312
114680,-1.8839,-1.58191
114974,-0.41144,-0.689141
115200,0.172787,-1.40806
115278,-1.16678,-0.888596
115486,-0.709923,-1.6266
115739,0.306301,-1.68492
115825,1.36553,-1.19054
116071,1.77922,-0.497414
116327,2.16495,-1.08775
116487,2.42954,-1.15841
116614,2.26278,-1.2858
116882,3.38208,-1.40199
117170,3.5588,-1.30988
117317,3.29026,-0.302305
117440,1.72914,1.7054
117789,2.89849,2.06325
117803,3.24108,1.03017
118060,2.78027,1.10052
118351,1.38655,1.72205
118569,0.60507,2.3568
118726,0.834979,2.57286
118929,-0.260977,2.24227
119105,0.0867002,1.37212
119296,-1.08316,1.77899
119449,-0.742127,2.74493
119704,-1.89341,1.77143
119914,-2.58854,1.07443
120121,-1.70839,1.24567
120364,-0.736071,1.93834
120565,-0.299892,2.3194
120730,0.473031,1.66625
120891,1.4426,1.70859
121087,0.713835,1.955
121336,-0.775285,2.75487
121454,-0.752007,3.58582
121662,-1.97789,4.89376
121960,-1.47213,4.19023
122045,-1.63316,4.21276
122304,-1.42809,4.43636
122518,-2.33944,3.38943
122610,-1.53306,3.17185
122816,-3.15801,2.88545
123184,-3.91481,3.89786
123266,-2.56416,1.10855
123486,-3.57266,0.547886
123746,-3.38182,-0.557834
123924,-2.61137,1.35496
124185,-2.41053,1.22207
124357,-2.69376,0.313564
124562,-3.32852,0.614032
124722,-1.74062,-0.616458
124961,-4.84912,-1.24949
125083,-4.79886,-2.31218
125252,-4.4731,-1.95775
125577,-3.3705,-2.11442
125689,-3.63826,-2.79514
125889,-4.18623,-4.24672
126195,-3.32437,-2.98035
126395,-4.21405,-3.24233
126561,-3.12635,-2.22475
126626,-3.09583,-0.120344
126932,-2.83075,1.22819
127150,-1.40737,-0.639236
127242,0.0301614,0.252234
127545,-0.539679,0.029147
127787,0.141953,0.476916
127909,-1.28298,2.30162
128061,-1.4637,4.07777
128289,-2.79632,3.78527
128567,-0.777987,3.64499
128647,-0.88032,3.54483
128982,-1.97298,3.00239
129151,-1.90034,2.69597
129239,-1.22494,2.26946
129554,-1.58103,1.3614
129620,-1.00209,0.71705
129804,-1.35555,2.26233
130036,-0.890075,2.83803
130368,-0.618293,2.62297
130403,-0.198784,4.17153
130724,-0.268177,4.4359
130884,-0.287115,4.30752
131059,0.0136827,3.26899
131312,0.389034,3.27
131475,1.6448,4.02755
131711,2.52366,3.58607
131899,2.19354,3.21497
132124,3.01955,2.9371
132339,1.72031,1.28793
132408,1.48823,-0.0643524
132680,1.41954,-1.50739
132942,0.976829,-0.992776
133101,0.535876,-1.4009
133284,0.0710337,-2.54681
133600,-0.214343,-1.95218
133790,-1.07042,-1.4451
133892,-0.90163,-2.49794
134116,-1.27082,-3.07997
134325,-1.2686,-1.96644
134410,-0.594796,-1.39569
134638,0.61777,-1.03173
134928,0.857616,-0.950985
135004,-1.18383,0.202276
135291,-1.42314,0.581429
135596,-2.59496,1.28211
135796,-1.76311,3.20115
135888,-2.47463,3.32764
136195,-2.55189,4.37058
136373,-2.84441,4.67242
136585,-4.4889,4.11702
136728,-4.54184,4.14632
137000,-4.24422,3.39225
137100,-3.64831,4.18405
137211,-3.11837,3.14697
137430,-2.83883,4.70501
137635,-2.10017,4.58171
137919,-2.16124,4.70303
138183,-3.22475,4.95653
138214,-4.14265,4.6914
138515,-4.39989,4.48004
138751,-3.56141,2.40937
138941,-4.37536,3.46613
139093,-4.31851,4.49724
139212,-4.18314,3.66014
139534,-3.90024,3.65086
139756,-2.89577,3.83578
139961,-2.72115,3.06593
140034,-3.24181,3.28836
140202,-4.09547,2.67125
140548,-3.85317,2.50985
140800,-3.94175,2.94211
140930,-4.25311,2.11262
141148,-4.64084,1.20815
141270,-3.21898,-0.296459
141520,-1.58597,-1.09311
141710,-1.538,-2.26483
141863,-1.90551,-1.23001
142143,-2.11195,-1.49168
142287,-0.557488,-3.0349
142580,-0.203238,-2.9947
142797,-0.254554,-2.23302
142912,0.110699,-0.834281
143099,-0.519513,-1.46758
143395,-0.595756,-0.00584435
143508,-0.429434,1.2438
143626,-0.0037797,2.08708
143972,0.442149,1.80425
144061,-1.35395,2.09496
144274,-1.09146,2.18104
144555,-0.30675,1.46172
144775,-1.32685,0.513748
144927,-1.16341,0.630179
145096,-1.09847,0.408622
145239,-1.37363,-0.795704
145401,-1.23399,-1.97327
145689,-1.31185,-0.643186
145816,-2.3043,-2.04829
146041,-1.98688,-0.441488
146313,-3.37576,-0.910822
146577,-4.53054,-3.04857
146793,-4.24067,-2.79365
146893,-3.55326,-3.01051
147030,-3.88415,-2.36152
147371,-2.79832,-3.54844
147476,-1.02724,-3.36405
147741,0.206947,-2.55482
147833,0.643332,-3.28776
148147,1.38965,-3.2783
148329,1.05106,-2.05706
148540,0.209052,0.501025
148746,-1.12963,1.22207
148809,-0.119815,0.173849
149058,0.492557,1.93177
149370,0.184956,1.98792
149413,0.975951,1.69111
149634,2.94326,2.18696
149966,2.60784,2.69024
150196,0.97552,2.6581
150385,0.618701,4.55129
150574,-0.645456,4.74849
150677,0.301242,4.85744
150988,-0.951277,3.59298
151199,-1.36167,2.4885
151281,-2.33516,3.03848
151529,-2.28456,2.31247
151651,-2.06924,0.715721
151975,-1.57611,0.966268
152196,-0.903955,1.19835
152207,-0.0342119,1.6638
152509,-0.794487,2.99805
152611,-1.1843,3.73817
152854,-2.60272,3.16315
153187,-1.76712,4.41003
153264,-1.39728,4.35119
153468,-1.97499,4.85599
153607,-1.78292,3.85223
153860,-0.121768,4.295
154128,-0.954296,3.89977
154242,-0.516361,3.69405
154541,0.31659,2.74428
154796,-0.401322,3.19369
154898,0.804346,2.41216
155160,-0.0486327,3.51274
155203,-0.0481628,3.20946
155435,2.1431,4.99601
155748,1.53406,4.0424
155884,-0.106982,4.21253
156151,-0.970079,2.93927
156246,-1.29583,3.56262
156408,-2.963,2.83585
156690,-3.26181,2.99385
156937,-2.60892,1.14353
157136,-2.89253,0.765281
157322,0.852358,-2.17443
157490,-0.00580095,-3.01215
157609,1.9899,-3.88265
157892,1.25046,-4.37492
158180,0.852448,-4.92572
158361,-0.150448,-4.82514
158491,-0.0195661,-3.98141
158770,0.0962778,-4.57325
158810,-0.977433,-3.79413
159179,0.0653863,-4.47098
159381,-1.22315,-3.94528
159521,0.167554,-3.44723
159625,1.55713,-4.94682
159929,1.80738,-4.95522
160144,0.477912,-4.40722
160251,-0.202208,-4.01067
160413,-0.465415,-4.80706
160792,1.91188,-4.81462
160875,0.283523,-4.69679
161108,-1.50268,-4.814
161273,-0.693093,-4.52532
161423,-0.121583,-4.24576
161776,-0.158454,-4.94873
161976,-0.767279,-4.45873
162180,-1.04416,-4.6922
162394,-1.68617,-4.96351
162468,-1.7795,-3.66173
162641,0.285044,-4.76425
162823,0.463029,-3.90605
163084,0.615214,-4.81542
163346,0.0876781,-4.12754
163566,0.717041,-4.92737
163677,1.15445,-4.3159
163885,1.37733,-4.60928
164072,1.25705,-4.29596
164291,1.34291,-3.38975
164501,-1.43829,-1.78987
164623,1.13094,-0.266215
164806,-1.15406,0.494427
165165,-0.967377,0.850063
165335,-0.11963,1.42323
165434,0.0605118,1.18855
165797,-0.592241,-1.35828
165819,0.614493,-0.618385
166100,0.564486,-0.0375857
166268,1.54918,-1.18813
166487,1.01431,0.372943
166689,3.39721,1.14251
166917,3.22644,-0.190535
167130,4.15096,-0.451588
167387,3.97688,-1.28006
167490,2.86127,-1.804
167768,1.20197,-1.72183
167915,0.258589,-3.70762
168105,0.981518,-4.38553
168204,-0.376894,-4.08327
168572,-2.33295,-4.28767
168619,-2.16806,-4.24953
168886,-2.3454,-4.56289
169096,-2.9415,-4.45126
169295,-2.74215,-4.21472
169528,-4.21074,-3.86632
169645,-3.68655,-4.61582
169955,-4.00406,-4.69411
170138,-3.27899,-4.93972
170288,-3.24362,-4.34665
170553,-4.05941,-3.84002
170652,-4.04422,-3.30525
170913,-4.46266,-2.0216
171065,-3.81674,-2.74032
171349,-4.73471,-3.16813
171567,-3.68735,-2.61891
171644,-4.62844,-2.84712
171826,-4.70555,-2.72681
172147,-4.05732,-2.58544
172366,-2.61548,-3.72628
172483,-2.29427,-4.8275
172724,-3.67437,-3.98274
172991,-2.62811,-2.84297
173104,-3.96906,-2.7558
173293,-4.22113,-4.54848
173416,-2.41541,-4.94357
173671,-3.32883,-3.56582
173840,-4.91706,-2.57307
174179,-4.8794,-1.30814
174257,-3.70775,-1.72114
174409,-2.45137,-1.8716
174695,-2.38371,-2.07252
174856,-2.31959,-2.62683
175019,-1.45122,-4.10214
175220,-2.74126,-4.9152
175524,-3.70293,-4.86014
175695,-4.50801,-4.89903
175971,-4.7065,-4.26562
176036,-4.37954,-4.04006
176375,-3.57241,-4.60199
176563,-4.87066,-2.30318
176663,-4.39832,-1.99192
176867,-3.6558,-1.28239
177079,-4.77043,-0.280347
177211,-4.28459,-0.52832
177545,-4.72284,0.454263
177776,-4.16875,-0.221938
177830,-3.56343,0.283896
178101,-4.25467,-0.731248
178391,-3.70818,-1.73242
178405,-3.72293,-0.828057
178685,-2.56047,0.314675
178973,-1.80137,0.213124
179012,0.224444,-0.108125
179328,-0.917225,-0.0447308
179403,-0.270775,0.387566
179614,-0.865175,-0.142147
179943,-1.80481,-0.19744
180026,-3.52797,1.09615
180225,-2.81509,0.302409
180553,-1.38384,-0.573954
180776,-1.4724,-1.02563
180882,-1.28194,-0.575169
181067,-2.76948,-0.867348
181255,-4.95627,0.829935
181533,-4.30227,0.22075
181707,-4.55675,-0.632509
181990,-4.34427,-0.90497
182197,-4.13565,-0.403467
182259,-3.57687,-2.1011
182515,-4.58236,-0.999146
182695,-4.59477,-0.850307
182846,-4.77321,-1.7883
183182,-4.21843,-2.93264
183214,-4.54702,-2.18844
183599,-4.55051,-2.29863
183637,-4.83719,-2.50539
183945,-3.92123,-2.54136
184171,-2.58365,-3.27072
184354,-2.05213,-2.46524
184439,-1.4487,-2.93052
184718,-2.79075,-3.66723
184967,-3.75883,-2.56805
185146,-3.19395,-2.56752
185205,-3.65544,-3.42925
185495,-3.66428,-3.48411
185779,-0.519435,-2.77536
185950,-0.921159,-1.23505
186001,-0.654619,-2.71446
186381,-2.25112,-1.26159
186550,-3.73508,-1.74992
186706,-4.50275,-3.01822
186874,-4.66551,-3.35693
187011,-4.27091,-4.4785
187321,-4.38648,-4.88535
187550,-2.05652,-4.44826
187666,-2.67897,-4.36141
187896,-2.93036,-3.5063
188059,-4.58016,-4.51532
188384,-4.61589,-3.20914
188462,-4.04739,-1.41758
188626,-4.43735,-2.03955
188981,-4.10352,-1.94562
189010,-3.2969,-3.72978
189354,-4.82678,-3.43488
189469,-3.4281,-4.06459
189680,-4.21086,-3.82229
189824,-3.83946,-4.1304
190045,-3.75956,-4.53319
190226,-2.48491,-4.26681
190584,-1.39807,-2.27374
190769,-0.312174,-3.2251
190984,-0.632565,-4.44764
191179,-0.609586,-4.36589
191206,-0.338016,-4.44939
191526,-0.885584,-3.39983
191736,-0.772594,-4.20031
191980,0.276439,-4.98774
192015,0.284799,-4.69642
192270,1.39584,-4.55175
192596,-0.213315,-3.84682
192751,0.57821,-4.68092
192861,-0.150749,-4.95512
193091,0.58281,-3.96863
193367,1.17401,-3.62157
193453,0.576492,-4.18495
193604,-0.605778,-1.76775
193814,-1.31705,-1.00876
194148,-0.393123,0.370321
194259,1.77984,-0.521912
194535,0.718372,-1.1467
194666,3.41942,-0.274523
194999,4.36295,0.0425659
195169,4.47467,0.610648
195307,2.91771,-0.602684
195496,3.26862,-1.43719
195777,3.38917,-1.65475
195863,3.3292,-2.35409
