id,x,y
196148,3.06939,-2.09762
196234,3.30109,-2.39483
196599,1.56973,-0.637599
196658,2.78986,0.407589
196870,1.88255,-0.499768
197037,0.910035,0.360354
197258,0.736702,0.188487
197445,1.97096,1.13321
197782,3.66121,1.44485
197839,2.45046,0.648052
198139,1.65383,0.104203
198320,3.77482,0.55826
198484,4.03576,1.67375
198651,2.91012,2.38044
198831,3.75478,1.37339
199055,3.31354,1.08882
199324,4.26488,1.37864
199407,4.8763,2.29259
199702,4.92555,3.03113
200000,4.53584,3.96973
