id,x,y,z
70815,7.76811,7.92859,8.09073
71015,8.10501,7.24559,7.38126
71230,8.19585,7.8147,7.62375
71419,8.1248,7.56473,7.73842
71679,7.94518,7.89992,7.82587
71974,7.21327,8.04205,7.83639
72064,8.42112,7.57853,7.68737
72245,7.94589,7.15712,7.77285
72543,7.32515,7.6206,7.42173
72740,7.66479,7.34249,7.51835
72903,7.99977,8.0027,7.32178
73117,7.34301,8.32357,7.03949
73400,7.46676,7.48347,7.0576
73459,7.51674,7.37748,8.42511
73735,7.13501,7.81298,7.50019
73817,7.21232,7.20613,8.42745
74062,7.86691,7.56438,7.59244
74249,8.10867,7.93725,7.99713
74493,7.57432,7.44217,7.95882
74609,7.79826,7.67367,8.19034
74811,7.86759,7.7038,8.11207
75105,8.34434,8.2395,7.48613
75293,7.94062,7.77997,7.38387
75410,7.92731,7.81984,7.30782
75778,7.65103,7.66502,7.85312
75893,7.5475,8.30564,7.90455
76133,8.17276,7.07436,7.59659
76262,7.47293,7.69147,7.86231
76595,7.5628,7.81166,7.46187
76798,8.02057,7.70528,7.75475
76801,7.68869,7.8636,7.89213
77097,7.11765,7.8082,7.7102
77397,7.61528,7.05597,7.47188
77442,7.47436,7.44015,8.20622
77781,7.99375,7.94266,7.90113
77871,8.25444,8.16117,7.77017
78091,7.39743,7.81077,8.05122
78220,8.25573,7.86704,7.71604
78426,8.17946,7.75471,7.69258
78684,7.76037,7.79669,8.06014
78820,7.29983,7.90433,7.24506
79104,8.11716,8.02577,8.17686
79336,7.05546,7.90997,8.02536
79444,7.70419,7.80518,6.90706
79689,8.31879,8.02904,7.13283
79921,7.84844,8.56666,7.40482
80050,8.05067,7.52003,7.08142
80374,7.92819,7.77439,8.07389
80530,8.38169,7.2312,7.62669
80730,7.00099,7.3879,8.05037
80828,7.07853,7.61643,7.63568
81022,7.52622,7.84994,7.80587
81318,7.97085,7.45968,7.35135
81430,7.18388,7.77797,7.65633
81673,7.36056,8.32181,7.54255
81961,7.63894,8.61697,7.86858
82006,7.60521,7.32672,7.77782
82295,7.4583,8.02152,7.12086
82542,6.77936,7.86755,7.38149
82742,7.28053,7.58464,7.90967
82894,7.54745,7.24119,7.39342
83058,8.05761,7.40286,7.67371
83273,8.1837,7.56502,7.39641
83488,7.93474,8.06407,7.84501
83758,8.04798,7.78595,7.63593
83827,8.1968,7.7033,7.35647
84039,7.75943,8.20812,7.4911
84367,7.55395,8.26497,7.70964
84470,7.77818,8.00882,7.518
84663,7.92324,8.23625,7.55696
84870,7.53509,7.59892,7.80732
85111,7.94869,8.07243,7.88344
85383,7.34467,8.48356,7.63348
85585,7.60659,8.38015,7.15825
85667,7.58594,8.07537,7.83447
85961,8.06959,7.72869,7.36552
86157,8.44886,7.49179,8.22315
86357,8.31971,7.29692,7.57321
86440,7.94588,8.13109,7.79311
86771,7.57999,8.13225,8.02029
86892,7.58701,7.24948,8.32302
87154,8.29357,7.9123,7.56483
87370,8.08578,7.46536,8.14899
87487,7.1683,7.37776,7.40677
87603,7.80532,7.48553,6.97079
87810,7.34637,7.59928,7.77915
88191,7.46509,8.03072,7.61519
88251,7.5647,7.83638,8.56464
88567,8.14288,7.1553,7.96959
88665,7.81008,7.87075,8.39794
88911,7.67093,7.19948,7.70808
89076,8.10914,7.74261,7.56768
89263,7.65571,8.35873,7.95052
89588,7.61113,8.32459,7.41456
89744,8.37702,8.22149,7.2609
89848,7.5692,8.02033,7.86789
90041,8.44274,7.50106,8.23023
90262,7.4342,8.44876,7.50701
90581,8.05507,7.67916,7.88004
90740,8.15694,7.90537,7.82379
90977,7.82058,7.48276,6.84112
91194,7.23882,7.97385,7.7452
91344,7.0726,7.51886,7.66551
91571,7.46116,7.46378,7.48736
91715,8.00447,7.58844,7.68684
91927,7.30176,8.19075,8.50354
92073,7.58061,8.07297,8.28949
92398,7.26499,7.70631,7.57298
92530,7.41468,7.78166,8.04624
92792,7.58128,8.45172,7.92516
92946,7.6277,8.55597,7.72079
93184,7.78966,7.61416,7.41144
93247,8.1103,7.29926,8.25107
93512,7.32233,8.26055,7.80108
93690,8.39696,7.30162,7.91549
93897,8.19557,7.62634,8.14399
94079,7.56726,7.48401,7.31472
94368,7.78147,7.6034,8.00389
94522,7.63285,7.73153,7.97409
94749,7.9787,7.73304,7.97387
94997,7.39682,7.77481,7.58626
95092,7.53573,8.61099,7.7449
95207,7.68091,7.35293,7.85769
95584,7.08676,7.58164,7.55785
95705,7.06829,7.57307,7.39608
95875,7.71537,8.26932,8.24464
96109,8.00989,7.46517,8.31426
96329,7.51878,7.91397,7.79098
96473,7.64942,7.83982,8.49429
96627,7.47495,7.613,8.10433
96920,7.39935,7.83236,7.88012
97138,7.36655,7.97799,7.86652
97332,7.49185,6.92411,8.16385
97600,7.71143,7.89153,8.16427
97737,7.25098,7.99972,8.03823
97821,7.34205,7.93412,7.75191
98090,7.80046,8.24494,8.12378
98335,7.78722,7.72966,7.55854
98403,7.37243,7.76812,7.44364
98680,7.31802,7.39093,7.36633
98996,7.38318,7.49998,7.06073
99029,7.81938,7.97711,8.1163
99300,7.764,7.9372,8.12476
99570,7.74022,7.56869,7.5107
99641,7.11132,7.89588,7.47894
99954,7.2015,7.42925,7.85734
100071,7.00322,8.09019,7.23206
100393,7.8109,7.27613,7.73747
100591,7.66534,7.83645,8.08619
100775,6.9608,7.97446,8.45519
100810,7.83455,7.58455,7.98507
101026,8.31153,7.62024,7.83842
101232,7.39301,7.4667,8.17235
101507,7.73236,7.40383,7.89491
101626,8.33023,8.22314,7.90365
101859,8.27216,7.35947,7.93234
102018,7.91834,8.48487,8.37098
102276,7.92664,7.02073,7.20966
102534,7.43217,7.6261,8.17463
102658,7.66229,7.20697,8.355
102943,7.67977,7.22115,8.36423
103174,7.91688,8.34153,8.22382
103299,8.14336,7.55859,7.61022
103445,7.32386,7.61727,7.69294
103742,7.91704,7.54759,7.20723
103833,7.85237,8.27464,7.24935
104121,8.10409,7.69449,8.40412
104275,7.79983,7.87113,7.53434
104575,7.59777,7.66771,7.84417
104790,7.50202,7.63479,8.52759
104823,8.12049,7.86207,7.26427
105018,8.24507,7.97123,7.06774
105393,8.24601,7.94695,7.88117
105555,7.32467,8.09892,7.48048
105784,7.452,8.2652,7.42105
105822,7.21512,7.80035,7.70442
106197,7.42346,7.76435,7.87343
106346,8.10858,6.96315,7.86836
106488,7.31002,8.15935,8.27117
106744,7.89236,7.73358,8.29523
106988,7.70717,7.74012,7.85175
107112,7.68688,7.96741,7.42228
107206,8.062,7.18155,8.13682
107415,7.7842,7.60312,7.95123
107642,7.25895,8.0523,7.90304
107886,7.20039,7.79926,8.06053
108046,8.00481,7.89222,8.11961
108323,7.82271,7.23039,7.72654
108485,7.43492,7.39079,7.83503
108685,8.56213,7.49496,7.48032
108955,8.63412,7.50532,7.43358
109179,8.66015,7.83097,7.62966
109383,7.44262,7.51132,7.85519
109558,7.28419,7.7037,7.95501
109750,7.67822,7.88797,7.75116
109815,7.8696,7.64964,7.71025
110078,7.78965,7.81227,7.39336
110208,7.95146,8.46307,7.25957
110509,7.61128,8.08467,8.04454
110680,7.92292,7.75878,8.33174
110822,7.71361,7.06763,7.77939
111108,7.76299,7.36168,7.59972
111276,7.85073,7.83203,7.64561
111596,8.25369,8.01429,7.68639
111785,7.82664,8.0844,8.18284
111983,7.83713,8.40288,8.33063
112123,7.83604,7.36148,7.75698
112399,7.21949,7.35039,7.83346
112512,8.17098,8.09806,7.92238
112766,8.07971,7.942,7.45855
112942,8.33808,7.3709,7.76785
113058,7.72994,7.30082,7.41701
113221,7.54725,7.48486,7.35077
113514,7.95583,7.61272,7.65037
113604,8.28351,7.53033,8.15743
113830,8.31102,7.66436,8.07274
114141,7.48419,7.41548,7.12017
114316,7.40506,7.38853,8.25458
114467,7.73345,8.85434,8.00206
114717,8.13238,7.61269,7.58277
114874,7.92278,7.72435,7.59526
115197,7.42878,7.24473,7.8613
115377,7.26445,8.21642,7.96796
115597,7.62838,7.89972,7.46671
115702,8.32248,7.70423,8.08306
115915,7.84433,7.96724,7.62569
116185,7.29205,8.43291,7.411
116385,7.63349,7.06844,8.13755
116421,7.32303,7.7214,7.25432
116786,7.57873,7.34707,7.76256
116959,7.93133,7.49196,8.21257
117040,8.22891,8.2995,8.16088
117303,7.50178,7.91972,7.0221
117546,8.21292,7.46734,7.14071
117728,7.83291,7.3029,7.46712
117961,7.60781,7.95137,7.94478
118163,7.44955,7.84908,8.52944
118302,7.90378,7.67942,8.17432
118500,7.58733,7.41306,8.06129
118608,8.14766,8.31098,7.56492
118853,7.37098,7.79817,8.1441
119134,7.61571,8.15301,7.89071
119228,8.10737,8.00805,8.63976
119577,8.12188,7.91786,7.66699
119761,7.5375,8.32403,7.45124
119927,8.27694,7.37087,7.48721
120052,7.48645,7.20866,7.41829
120337,7.71146,7.27293,8.01075
120470,7.77513,7.548,7.79744
120739,8.0917,7.6627,7.0842
120849,7.50976,7.70388,7.42111
121045,7.92272,7.95844,8.2724
121214,8.26315,7.43513,7.76986
121479,6.77647,7.2842,7.93664
121602,7.11974,7.6546,8.11046
121824,7.85985,7.80084,7.5224
122195,7.72141,7.71372,6.9306
122207,7.68341,7.68578,6.69751
122459,8.55911,7.14075,7.76816
122794,8.27745,8.50187,7.46538
123000,8.3605,8.71968,7.67609
123188,8.30474,7.6708,7.47805
123252,7.72101,7.89944,7.32161
123531,7.45794,7.312,7.60544
123722,7.65263,8.21008,7.48968
123826,7.03893,7.45624,7.93783
124117,7.86866,6.61915,8.27679
124239,7.88659,7.18117,7.49817
124442,6.94523,6.99918,7.80029
124651,7.56007,7.18432,7.37261
124954,8.20546,7.96912,8.12392
125061,7.64592,7.99646,7.13947
125383,7.94376,8.36683,7.70351
125565,7.9561,8.18968,7.67919
125656,7.86051,7.37692,8.10638
125816,7.73562,7.84155,8.20469
126123,8.28001,8.25216,7.56185
126344,8.17037,7.79128,7.57128
126544,7.50767,7.32666,7.1488
126758,7.11383,8.25585,7.69911
126896,7.6226,7.75057,7.36219
127178,7.79272,7.69311,8.13573
127253,8.19755,8.36624,7.57773
127415,7.76351,7.22246,7.5651
127652,7.33684,7.2977,7.42036
127992,7.81487,7.38706,8.07294
128145,7.16979,7.74956,8.0262
128278,7.53397,8.04413,7.45113
128415,7.9452,8.15057,7.8455
128605,8.12387,7.56648,8.12679
128908,7.99955,7.86469,7.59522
129082,7.96975,7.99539,7.63803
129332,7.58966,7.46039,7.49747
129526,7.74277,7.12789,7.61312
129687,7.4593,7.54728,7.70274
129923,7.3841,8.27592,8.25075
130185,7.21667,7.94333,7.78062
130230,7.26494,8.16893,8.12344
130593,6.91347,8.03814,8.01748
130629,7.5777,7.6507,7.75906
130854,8.01328,7.64091,7.72426
131115,7.65238,7.19538,6.98605
131344,8.1258,8.34034,7.57297
131508,8.20058,8.25205,7.36012
131620,7.70773,7.44431,7.75053
131827,7.6652,8.41781,8.08174
132087,7.65674,7.93018,7.91731
132258,7.6939,7.34308,7.73844
132565,7.07701,7.32541,8.10879
132656,7.6031,8.1103,7.32854
133000,7.81367,7.82159,7.51663
133162,7.81405,8.27312,7.65432
133308,8.07493,8.03683,7.39859
133535,7.64312,7.33492,7.78475
133624,7.89538,7.66812,7.36425
133904,7.82508,7.94279,7.80031
134081,8.11428,8.16358,8.10689
134203,8.27133,7.40787,7.23104
134567,7.91265,7.09809,7.84831
134795,7.7768,7.39183,7.44223
134869,6.84394,8.02649,8.0007
135070,7.48481,7.80029,8.44684
135317,7.03546,7.31736,8.45291
135566,7.60865,8.26183,7.70855
135717,7.90669,7.92633,7.98825
135902,7.91855,7.75345,7.44492
136009,7.22921,8.07492,7.41219
136230,7.11748,7.87735,8.2422
136456,7.59916,7.74322,7.47694
136601,7.75629,8.04326,7.43168
136816,8.19197,7.819,6.87749
137046,7.98704,7.94811,7.3397
137259,7.85386,7.46135,7.25085
137555,7.13229,6.82803,7.82608
137762,8.28816,7.81124,7.13642
137981,7.6392,7.93464,7.81363
138028,7.86452,7.97183,7.76986
138344,7.72664,8.44172,7.76988
138568,7.65578,7.63496,7.40942
138622,7.36371,6.99166,8.29569
138972,6.85056,8.10953,8.05289
139161,7.17372,7.72026,7.28401
139393,7.97526,7.46192,8.35742
139541,7.57757,8.31788,8.25484
139652,7.70931,7.69678,8.21214
139927,7.54723,7.48706,8.05867
140135,7.03611,7.36596,7.67919
140268,7.0668,7.75681,7.98645
140482,7.1036,8.05388,7.92213
140728,8.59342,7.45562,7.5811
140915,7.97873,7.31827,7.91321
141164,6.93742,7.35071,7.50783
141369,7.63094,6.608,8.0614
141434,7.75041,7.44965,7.17686
141777,6.96844,7.87861,7.45029
141958,7.13694,7.68429,7.84303
142022,7.32317,7.41835,7.90328
142290,7.27318,8.1876,8.33459
142407,7.47951,7.56436,7.38715
142798,7.41261,7.94549,7.2377
142842,8.14216,7.68689,7.17955
143144,7.4451,7.60626,7.47597
143253,8.37364,7.39043,7.76839
143518,7.52965,6.96507,7.79937
143653,7.77049,7.89162,8.35017
143964,7.84037,7.44043,8.25414
144037,7.73312,7.48935,7.81628
144303,8.135,7.33945,7.69242
144526,7.75833,8.0106,7.20736
144671,7.84643,7.62412,7.88519
144801,7.77309,6.91096,7.07544
145191,7.54319,8.00161,7.90796
145386,8.20176,7.48977,8.5247
145525,7.66575,8.20059,7.86895
145641,7.47641,7.80438,7.82363
145962,8.47159,7.9014,7.70867
146155,8.54083,7.73976,7.66445
146264,7.72655,8.51143,7.66995
146597,7.94736,7.99912,7.81745
146775,8.15642,7.78839,7.47915
146868,8.01267,7.65225,7.65497
147054,8.16714,7.31353,7.95179
147316,7.6319,7.46569,7.40981
147416,7.92996,8.24445,7.91462
147705,7.88035,7.30815,7.86751
